,tag,smiles,n_atoms,smiles_B3LYP,A,B,C,mu,alpha,homo,lumo,gap,R2,zvpe,U0,U,H,G,Cv
3508,3509,OCC1C2CC1C2,17,OCC1C2CC1C2,6.05579,1.83003,1.77839,1.3371,64.79,-0.2617,0.076,0.3377,775.4136,0.149811,-309.655144,-309.648625,-309.647681,-309.685724,24.971
3509,3510,OCC1C2CC1O2,15,OCC1C2CC1O2,6.32878,1.82903,1.78032,3.053,57.17,-0.2351,0.0668,0.3019,743.3182,0.125082,-345.56612,-345.559682,-345.558738,-345.596733,24.006
3510,3511,OCC1C2CN1C2,16,OCC1C2CN1C2,6.09037,1.95952,1.92264,2.5426,60.87,-0.2382,0.0717,0.3099,723.7391,0.138754,-325.682121,-325.675929,-325.674985,-325.712321,23.795
3511,3512,C1CC1C1CCC1,19,C1CC1C1CCC1,6.66636,1.60089,1.4037,0.033,71.79,-0.2635,0.0892,0.3527,916.0061,0.172983,-273.761223,-273.754193,-273.753248,-273.792406,26.878
3512,3513,C1CC1C1CCO1,17,C1CC1C1CCO1,6.94335,1.70221,1.48609,1.6537,64.68,-0.24,0.0888,0.3288,850.9404,0.149169,-309.684577,-309.677714,-309.67677,-309.715894,25.155
3513,3514,C1CC1C1COC1,17,C1CC1C1COC1,7.03588,1.61663,1.42384,1.929,64.02,-0.2416,0.0851,0.3266,868.6504,0.149209,-309.67919,-309.67228,-309.671335,-309.710765,25.053
3514,3515,C1CN1C1CCC1,18,C1CN1C1CCC1,6.20181,1.82642,1.69553,1.0794,67.9,-0.2224,0.0901,0.3125,807.0813,0.161259,-289.794376,-289.787572,-289.786628,-289.825266,25.893
3515,3516,C1CN1C1COC1,16,C1CN1C1COC1,5.9499,1.97639,1.89426,1.4721,60.2,-0.2335,0.0778,0.3113,728.5229,0.137546,-325.710772,-325.704154,-325.70321,-325.741985,23.988
3516,3517,C1NC1C1CCO1,16,C1NC1C1CCO1,7.2023,1.70664,1.49348,2.6639,61.09,-0.2375,0.0792,0.3166,829.718,0.137964,-325.723538,-325.716817,-325.715872,-325.754744,24.224
3517,3518,C1OC1C1CCC1,17,C1OC1C1CCC1,7.09898,1.61414,1.42137,1.7979,64.6,-0.2603,0.0882,0.3485,872.723,0.149025,-309.683546,-309.676732,-309.675788,-309.71472,25.143
3518,3519,C1OC1C1CCO1,15,C1OC1C1CCO1,5.69428,2.13848,2.01571,1.5957,56.51,-0.2473,0.074,0.3213,691.9407,0.125476,-345.606551,-345.600052,-345.599108,-345.637528,23.154
3519,3520,C1OC1C1COC1,15,C1OC1C1COC1,7.42126,1.64704,1.45883,1.832,56.91,-0.2502,0.079,0.3292,819.9698,0.125188,-345.600676,-345.59395,-345.593006,-345.632573,23.308
3520,3521,C1CC11C2CC1C2,17,C1CC11C2CC1C2,5.45396,2.53958,2.24172,0.047,68.99,-0.2646,0.1061,0.3706,665.6695,0.150069,-272.510742,-272.504974,-272.50403,-272.539864,23.803
3521,3522,C1CC11C2CC1O2,15,C1CC11C2CC1O2,5.74522,2.53707,2.23553,1.8818,61.56,-0.2321,0.0893,0.3214,637.5547,0.125333,-308.419735,-308.414033,-308.413088,-308.448888,22.845
3522,3523,C1NC11C2CC1O2,14,C1NC11C2CC1O2,5.91977,2.56829,2.27334,2.6564,57.9,-0.2372,0.0778,0.315,615.0009,0.114122,-324.461004,-324.455481,-324.454537,-324.490018,21.923
3523,3524,C1OC11C2CC1C2,15,C1OC11C2CC1C2,5.73595,2.59601,2.30976,1.7442,61.28,-0.2558,0.1001,0.3559,624.6638,0.126326,-308.437835,-308.432354,-308.43141,-308.466768,22.095
3524,3525,C1OC11C2CC1O2,13,C1OC11C2CC1O2,6.07059,2.58726,2.30006,3.1732,54.07,-0.2454,0.074,0.3194,597.8396,0.101456,-344.343476,-344.338074,-344.33713,-344.372419,21.129
3525,3526,CC1C2C3CC2C13,17,CC1C2C3CC2C13,6.93292,2.25697,2.18758,0.1012,68.37,-0.2835,0.0974,0.3808,681.8445,0.149575,-272.509064,-272.503219,-272.502275,-272.538263,23.657
3526,3527,CC1C2C3CC2N13,16,CC1C2C3CC2N13,7.12127,2.34871,2.28256,1.6087,64.81,-0.2262,0.0917,0.3179,651.3883,0.137742,-288.542593,-288.536815,-288.53587,-288.571744,23.013
3527,3528,CC1C2C3CN2C13,16,CC1C2C3CN2C13,7.16856,2.31425,2.23905,1.7171,64.7,-0.2285,0.0805,0.3091,657.4435,0.137874,-288.540318,-288.534565,-288.533621,-288.569461,22.896
3528,3529,CC1C2C3OC2C13,15,CC1C2C3OC2C13,7.26862,2.26827,2.21754,2.0114,60.05,-0.2296,0.0766,0.3061,645.2081,0.125192,-308.420805,-308.415132,-308.414188,-308.449929,22.499
3529,3530,CN1C2C3CC2C13,16,CN1C2C3CC2C13,7.19371,2.38324,2.29841,1.0862,64.88,-0.2101,0.0886,0.2987,644.9051,0.137621,-288.535621,-288.529915,-288.528971,-288.564652,22.966
3530,3531,CN1C2C3NC2C13,15,CN1C2C3NC2C13,7.39616,2.39056,2.31828,1.4135,60.86,-0.2147,0.068,0.2828,624.8847,0.126111,-304.567859,-304.56226,-304.561316,-304.59684,22.289
3531,3532,CN1C2C3OC2C13,14,CN1C2C3OC2C13,7.55671,2.3932,2.32995,1.4784,56.73,-0.2242,0.0606,0.2848,609.1144,0.112986,-324.444698,-324.439154,-324.43821,-324.47366,21.844
3532,3533,OC1C2C3CC2C13,15,OC1C2C3CC2C13,7.15977,2.30066,2.23,1.5147,60.59,-0.2522,0.0708,0.323,633.7925,0.126275,-308.434866,-308.42932,-308.428376,-308.463819,22.367
3533,3534,OC1C2C3CN2C13,14,OC1C2C3CN2C13,7.39892,2.38097,2.30773,1.4202,57.36,-0.2329,0.0613,0.2943,607.5551,0.114416,-324.463541,-324.458053,-324.457109,-324.492468,21.637
3534,3535,OC1C2C3OC2C13,13,OC1C2C3OC2C13,7.49992,2.34074,2.29136,2.5231,52.81,-0.2311,0.0692,0.3003,594.1782,0.101773,-344.345376,-344.339986,-344.339042,-344.374266,21.199
3535,3536,C1C2C3C=CC2C13,15,C1C2C3C=CC2C13,6.32652,3.06022,2.71931,0.0863,64.66,-0.2185,0.0084,0.227,559.9461,0.127653,-271.323381,-271.318586,-271.317642,-271.351462,20.546
3536,3537,C1C2C3C=CC2N13,14,C1C2C3C=CC2N13,6.50575,3.16807,2.81985,1.637,60.89,-0.2151,-0.0065,0.2086,535.6776,0.116054,-287.35146,-287.346773,-287.345829,-287.379462,19.769
3537,3538,O1C2C3C=CC2C13,13,O1C2C3C=CC2C13,6.61065,3.10886,2.72979,1.808,56.73,-0.2308,-0.0072,0.2236,527.1597,0.102997,-307.232824,-307.228142,-307.227197,-307.260867,19.563
3538,3539,C1C2C3CCC2C13,17,C1C2C3CCC2C13,5.67802,2.90687,2.55661,0.1455,67.48,-0.2854,0.1043,0.3897,609.5046,0.152,-272.550818,-272.545676,-272.544732,-272.579337,21.687
3539,3540,C1C2C3COC2C13,15,C1C2C3COC2C13,6.06457,2.99345,2.67345,1.486,60.01,-0.2356,0.1082,0.3438,565.297,0.127975,-308.470796,-308.465936,-308.464992,-308.499088,20.186
3540,3541,C1CC2C3OC2C13,15,C1CC2C3OC2C13,5.90176,2.94447,2.55915,2.1197,59.49,-0.226,0.0786,0.3046,576.8826,0.127512,-308.459859,-308.454847,-308.453903,-308.488339,20.642
3541,3542,C1OC2C3OC2C13,13,C1OC2C3OC2C13,6.30607,3.03425,2.67506,1.4741,52.3,-0.2374,0.0693,0.3067,533.2109,0.103343,-344.377098,-344.372374,-344.371429,-344.405342,19.146
3542,3543,O=C1C2C3C1CN23,12,O=C1C2C3C1CN23,6.00253,2.93625,2.54992,2.3746,53.3,-0.2382,-0.0103,0.228,543.3087,0.091365,-323.317575,-323.312598,-323.311653,-323.346146,19.389
3543,3544,O=C1C2C3CC1C23,13,O=C1C2C3CC1C23,5.75374,2.89442,2.49831,3.4736,56.91,-0.2361,0.0082,0.2444,564.8473,0.103171,-307.284294,-307.27919,-307.278246,-307.312957,20.284
3544,3545,O=C1C2C3CC1N23,12,O=C1C2C3CC1N23,5.97513,2.93734,2.52108,2.971,53.61,-0.2503,-0.0161,0.2343,547.1379,0.091679,-323.329494,-323.324515,-323.323571,-323.358079,19.286
3545,3546,O=C1C2C3CN1C23,12,O=C1C2C3CN1C23,5.92176,3.06773,2.63602,4.1984,53.22,-0.2466,-0.0013,0.2453,533.2622,0.091447,-323.320332,-323.315355,-323.314411,-323.348923,19.342
3546,3547,O=C1C2C3OC1C23,11,O=C1C2C3OC1C23,6.0735,2.96579,2.56656,3.4963,49.42,-0.2327,-0.0076,0.2251,528.1068,0.078607,-343.1903,-343.185401,-343.184457,-343.218829,19.009
3547,3548,O=C1C2CC3C2N13,12,O=C1C2CC3C2N13,5.85186,3.03253,2.62661,4.2036,52.98,-0.25,0.0006,0.2506,536.8954,0.091459,-323.329385,-323.324398,-323.323454,-323.357973,19.383
3548,3549,CC1C2C3C1CN23,16,CC1C2C3C1CN23,5.89969,2.64602,2.35388,1.7997,63.12,-0.234,0.0854,0.3195,630.6255,0.138423,-288.571762,-288.566041,-288.565097,-288.60084,22.937
3549,3550,CC1C2C3CC1C23,17,CC1C2C3CC1C23,4.87976,2.79189,2.49675,0.2579,66.76,-0.2433,0.0989,0.3422,636.57,0.150143,-272.533448,-272.52758,-272.526636,-272.562685,23.884
3550,3551,CC1C2C3CC1N23,16,CC1C2C3CC1N23,5.0569,2.81896,2.50978,1.773,62.81,-0.2398,0.0815,0.3212,619.0303,0.138772,-288.583563,-288.577776,-288.576832,-288.612808,22.902
3551,3552,CC1C2C3CN1C23,16,CC1C2C3CN1C23,5.06664,2.91608,2.59939,1.5946,63.17,-0.2211,0.0927,0.3138,606.5433,0.138405,-288.561991,-288.55626,-288.555315,-288.591099,23.076
3552,3553,CC1C2C3OC1C23,15,CC1C2C3OC1C23,5.13474,2.9277,2.60241,1.6911,59.21,-0.2293,0.0826,0.3119,592.7196,0.125762,-308.448572,-308.442931,-308.441986,-308.47763,22.517
3553,3554,CC1C2CC3C2N13,16,CC1C2CC3C2N13,4.927,2.9229,2.61882,1.64,63.05,-0.2338,0.0928,0.3265,607.3641,0.138387,-288.573876,-288.568129,-288.567184,-288.603011,23.037
3554,3555,CN1C2C3CC1C23,16,CN1C2C3CC1C23,5.05814,2.9732,2.64265,0.7476,63.57,-0.2047,0.0933,0.2979,600.1997,0.138147,-288.563768,-288.558038,-288.557094,-288.592862,23.084
3555,3556,OC1C2C3C1CN23,14,OC1C2C3C1CN23,6.06193,2.72982,2.41288,2.4533,55.93,-0.2343,0.0664,0.3007,584.0148,0.11481,-324.492974,-324.487496,-324.486552,-324.521858,21.745
3556,3557,OC1C2C3CC1C23,15,OC1C2C3CC1C23,4.99153,2.91736,2.6079,1.4278,59.68,-0.2445,0.079,0.3235,586.4221,0.126757,-308.462382,-308.456812,-308.455868,-308.49132,22.571
3557,3558,OC1C2C3CC1N23,14,OC1C2C3CC1N23,5.16949,2.94387,2.61934,1.6581,55.92,-0.247,0.0618,0.3088,569.4784,0.115292,-324.510378,-324.504877,-324.503933,-324.539333,21.639
3558,3559,OC1C2C3OC1C23,13,OC1C2C3OC1C23,5.24295,3.08593,2.7267,2.1546,51.66,-0.2397,0.0736,0.3133,541.0817,0.102942,-344.379764,-344.37466,-344.373716,-344.408351,20.656
3559,3560,C1C2C1C1CC2C1,17,C1C2C1C1CC2C1,5.04331,2.94204,2.89961,0.1781,66.56,-0.2489,0.0989,0.3478,591.5789,0.152218,-272.542567,-272.537534,-272.53659,-272.570884,22.032
3560,3561,C1C2C1C1CC2O1,15,C1C2C1C1CC2O1,5.35206,3.06021,3.02329,1.7229,59.21,-0.2503,0.0888,0.3391,550.929,0.127823,-308.467331,-308.462465,-308.461521,-308.495555,20.721
3561,3562,C1C2C3CC(C3)N12,16,C1C2C3CC(C3)N12,5.16573,3.0477,3.02365,1.468,63.2,-0.2274,0.1048,0.3322,565.6007,0.140476,-288.580309,-288.575408,-288.574463,-288.608534,21.158
3562,3563,C1C2CC1C1OC21,15,C1C2CC1C1OC21,5.16032,3.08239,3.02043,1.8815,58.9,-0.2524,0.0918,0.3442,549.7812,0.127986,-308.467888,-308.463078,-308.462134,-308.496088,20.497
3563,3564,C1C2OC1C1NC21,14,C1C2OC1C1NC21,5.38794,3.07656,3.05458,1.5021,55.34,-0.234,0.0775,0.3114,532.7787,0.116425,-324.500475,-324.495728,-324.494784,-324.528642,20.008
3564,3565,C1C2OC1C1OC21,13,C1C2OC1C1OC21,5.42173,3.13282,3.10522,0.1218,51.25,-0.2406,0.0711,0.3116,514.961,0.103611,-344.382282,-344.377621,-344.376677,-344.410416,19.287
3565,3566,C1C2C1C1CCC21,17,C1C2C1C1CCC21,4.98019,2.80404,2.60945,0.243,66.22,-0.2325,0.0846,0.3171,620.5174,0.150727,-272.526778,-272.521262,-272.520318,-272.555607,23.181
3566,3567,C1C2C1C1OCC21,15,C1C2C1C1OCC21,5.27493,2.92865,2.74105,1.8403,59.06,-0.2439,0.0678,0.3117,574.4829,0.126962,-308.450204,-308.444961,-308.444017,-308.478871,21.405
3567,3568,C1C2C3OCC3N12,14,C1C2C3OCC3N12,5.4178,3.0125,2.81987,0.4225,55.58,-0.2328,0.05,0.2828,550.4755,0.115246,-324.485746,-324.480631,-324.479687,-324.514313,20.555
3568,3569,C1CC2C3OC3C12,15,C1CC2C3OC3C12,5.12238,2.97645,2.74518,1.702,59.2,-0.252,0.0733,0.3253,575.082,0.126418,-308.45231,-308.446957,-308.446012,-308.481126,21.665
3569,3570,C1OC2C3NC3C12,14,C1OC2C3NC3C12,5.39413,2.9941,2.78965,3.0039,55.96,-0.2296,0.0639,0.2935,554.0052,0.115414,-324.485913,-324.480807,-324.479863,-324.51449,20.615
3570,3571,C1OC2C3OC3C12,13,C1OC2C3OC3C12,5.46676,3.07046,2.84264,2.8075,52.09,-0.2451,0.0511,0.2962,534.309,0.10265,-344.369744,-344.364725,-344.363781,-344.398293,19.836
3571,3572,CC1C2C3CC3C12,17,CC1C2C3CC3C12,4.57747,2.74128,2.30202,0.2625,66.53,-0.2034,0.0798,0.2833,662.318,0.149164,-272.500426,-272.494115,-272.493171,-272.530253,25.219
3572,3573,CC1C2C3CC3N12,16,CC1C2C3CC3N12,4.67858,2.87505,2.38605,1.5022,63.14,-0.2135,0.0645,0.2781,632.9391,0.137486,-288.538806,-288.532658,-288.531714,-288.568448,24.315
3573,3574,CC1C2C3CN3C12,16,CC1C2C3CN3C12,4.78667,2.76464,2.33907,1.652,63.33,-0.2181,0.0666,0.2847,640.7115,0.137512,-288.5395,-288.533347,-288.532402,-288.569153,24.249
3574,3575,CC1C2C3NC3C12,16,CC1C2C3NC3C12,4.62617,2.90209,2.41317,1.6808,63.25,-0.2031,0.0732,0.2763,629.5767,0.137288,-288.542113,-288.535809,-288.534865,-288.572309,24.486
3575,3576,CC1C2C3OC3C12,15,CC1C2C3OC3C12,4.67149,3.00623,2.49291,1.7951,59.18,-0.228,0.0573,0.2853,604.7126,0.124609,-308.428791,-308.422555,-308.421611,-308.45927,23.673
3576,3577,CN1C2C3CC3C12,16,CN1C2C3CC3C12,4.78639,2.83227,2.41347,0.8987,63.71,-0.2085,0.069,0.2774,630.0485,0.136945,-288.53378,-288.527585,-288.52664,-288.563394,24.508
3577,3578,CN1C2C3NC3C12,15,CN1C2C3NC3C12,4.8282,3.00542,2.53238,2.1785,60.33,-0.2002,0.0628,0.263,597.7748,0.125193,-304.574737,-304.568657,-304.567712,-304.604302,23.74
3578,3579,CN1C2C3OC3C12,14,CN1C2C3OC3C12,4.87032,3.11486,2.61615,1.4949,56.31,-0.2159,0.0466,0.2625,573.5809,0.112597,-324.460304,-324.454343,-324.453399,-324.489819,22.873
3579,3580,OC1C2C3CC3C12,15,OC1C2C3CC3C12,4.73427,2.85835,2.4164,1.4934,59.63,-0.2047,0.0726,0.2773,610.6606,0.125533,-308.429953,-308.42401,-308.423066,-308.459223,23.944
3580,3581,OC1C2C3CN3C12,14,OC1C2C3CN3C12,4.93507,2.892,2.45586,1.4088,56.37,-0.2229,0.0578,0.2807,589.1131,0.114042,-324.467888,-324.462139,-324.461194,-324.497015,22.863
3581,3582,OC1C2C3NC3C12,14,OC1C2C3NC3C12,4.78673,3.0539,2.53804,3.5373,55.88,-0.2162,0.063,0.2792,575.8008,0.114735,-324.477059,-324.471696,-324.470752,-324.5058,22.169
3582,3583,OC1C2C3OC3C12,13,OC1C2C3OC3C12,4.86501,3.09929,2.58698,2.9896,51.91,-0.2391,0.0459,0.285,557.4682,0.101941,-344.359905,-344.354583,-344.353639,-344.388625,21.65
3583,3584,C1C2C3NC3CN12,15,C1C2C3NC3CN12,4.91148,3.22618,2.60083,2.2763,59.44,-0.2207,0.0718,0.2925,574.5685,0.128362,-304.643927,-304.638715,-304.637771,-304.672533,21.407
3584,3585,C1C2C3OC3CN12,14,C1C2C3OC3CN12,4.95886,3.3154,2.6584,1.0837,55.66,-0.2262,0.066,0.2922,554.1915,0.11562,-324.528533,-324.523435,-324.522491,-324.557075,20.587
3585,3586,C1C2CC3CC3C12,17,C1C2CC3CC3C12,4.62155,3.03741,2.43263,0.3157,65.87,-0.2409,0.0817,0.3226,627.5276,0.151376,-272.562906,-272.557364,-272.55642,-272.591766,23.299
3586,3587,C1C2CC3OC3C12,15,C1C2CC3OC3C12,4.73112,3.26011,2.57156,1.8629,58.88,-0.2538,0.083,0.3368,579.4512,0.127339,-308.493663,-308.488413,-308.487469,-308.522312,21.576
3587,3588,C1C2NC2C2NC12,15,C1C2NC2C2NC12,4.8259,3.20972,2.52976,2.5578,59.65,-0.2224,0.0672,0.2895,582.766,0.128436,-304.643392,-304.638143,-304.637199,-304.672049,21.623
3588,3589,C1C2NC2C2OC12,14,C1C2NC2C2OC12,4.87518,3.29968,2.58459,3.1947,55.72,-0.2394,0.0689,0.3083,562.1889,0.115715,-324.528642,-324.523501,-324.522557,-324.557242,20.805
3589,3590,C1C2OC2C2OC12,13,C1C2OC2C2OC12,4.92884,3.38789,2.6361,3.2259,51.8,-0.2621,0.0581,0.3201,542.4604,0.102953,-344.412416,-344.407377,-344.406433,-344.440964,20.005
3590,3591,C1C2OC3CC3C12,15,C1C2OC3CC3C12,4.95692,3.1648,2.57216,1.4066,58.88,-0.2316,0.0819,0.3135,581.0011,0.126954,-308.478846,-308.473549,-308.472605,-308.507511,21.918
3591,3592,CC1CC1C1CC1,19,CC1CC1C1CC1,5.08489,1.71064,1.4544,0.1118,72.0,-0.2431,0.0911,0.3342,908.9304,0.171735,-273.759338,-273.751744,-273.7508,-273.791146,28.632
3592,3593,CC1CC1C1CO1,17,CC1CC1C1CO1,4.94053,2.04791,1.76532,1.6213,64.11,-0.2616,0.0883,0.35,774.9869,0.148152,-309.683859,-309.676681,-309.675736,-309.714988,26.616
3593,3594,CC1CC1N1CC1,18,CC1CC1N1CC1,5.18518,1.86624,1.57487,1.0499,69.29,-0.2313,0.0887,0.32,846.0297,0.159881,-289.795079,-289.787705,-289.786761,-289.826508,27.571
3594,3595,CC1CN1C1CC1,18,CC1CN1C1CC1,5.21055,1.8639,1.56141,1.2155,69.08,-0.2233,0.0902,0.3135,848.9338,0.159699,-289.795007,-289.7876,-289.786655,-289.826492,27.767
3595,3596,CC1NC1C1CN1,17,CC1NC1C1CN1,5.15813,2.00978,1.76047,2.7926,64.15,-0.2324,0.0699,0.3023,775.2679,0.149965,-305.846541,-305.839468,-305.838524,-305.877501,26.345
3596,3597,CC1NC1C1CO1,16,CC1NC1C1CO1,5.65801,1.70571,1.46835,2.6024,61.29,-0.2467,0.0728,0.3195,851.6809,0.13652,-325.725069,-325.717869,-325.716925,-325.756657,26.014
3597,3598,CC1OC1C1CC1,17,CC1OC1C1CC1,5.69199,1.66818,1.47104,1.8464,65.08,-0.2529,0.0889,0.3418,878.4089,0.147714,-309.687698,-309.680332,-309.679388,-309.719362,27.006
3598,3599,CC1OC1C1CN1,16,CC1OC1C1CN1,5.28739,2.04975,1.79377,1.7917,60.44,-0.2444,0.0943,0.3387,752.3138,0.137137,-325.72908,-325.722099,-325.721154,-325.759978,25.618
3599,3600,CC1OC1C1CO1,15,CC1OC1C1CO1,4.98738,2.18737,1.84251,1.8796,57.34,-0.2633,0.0778,0.3411,724.8937,0.124043,-345.608395,-345.601464,-345.60052,-345.6394,24.969
3600,3601,CN1CC1C1CC1,18,CN1CC1C1CC1,5.19489,1.88303,1.68633,1.3454,67.72,-0.2188,0.0934,0.3122,815.2373,0.160302,-289.78994,-289.782601,-289.781657,-289.821387,27.426
3601,3602,CN1CC1C1CN1,17,CN1CC1C1CN1,5.56193,1.7792,1.5206,0.5503,65.38,-0.2215,0.0771,0.2986,841.684,0.148878,-305.831164,-305.823903,-305.822959,-305.862694,26.578
3602,3603,CN1CC1C1CO1,16,CN1CC1C1CO1,5.68208,1.78299,1.52371,1.6422,61.59,-0.2285,0.0807,0.3092,824.8743,0.136038,-325.71242,-325.705244,-325.7043,-325.743924,25.856
3603,3604,OC1CC1C1CC1,17,OC1CC1C1CC1,4.92317,2.00128,1.72544,1.4416,63.55,-0.2439,0.0801,0.324,779.3468,0.148281,-309.680682,-309.673425,-309.672481,-309.712101,27.252
3604,3605,OC1CC1C1CO1,15,OC1CC1C1CO1,4.92819,2.25016,1.8935,2.837,56.55,-0.2327,0.0828,0.3156,702.298,0.12489,-345.606444,-345.599788,-345.598844,-345.636975,25.074
3605,3606,OC1CC1N1CC1,16,OC1CC1N1CC1,5.38809,1.92811,1.64922,2.7619,61.84,-0.2279,0.0807,0.3086,784.3891,0.136567,-325.718022,-325.711149,-325.710205,-325.74893,25.972
3606,3607,C1C2CC3CC1C23,17,C1C2CC3CC1C23,3.93266,3.93149,2.79415,0.1978,66.48,-0.2578,0.089,0.3468,584.9857,0.151502,-272.542369,-272.537156,-272.536212,-272.57088,22.08
3607,3608,C1C2CC3CC1N23,16,C1C2CC3CC1N23,4.06263,4.06168,2.8615,1.6943,62.48,-0.2197,0.075,0.2946,562.6006,0.140153,-288.584832,-288.579733,-288.578788,-288.613285,21.132
3608,3609,C1C2CC3OC1C23,15,C1C2CC3OC1C23,4.12041,4.09885,2.93987,1.7578,59.35,-0.2354,0.0773,0.3127,542.4212,0.127448,-308.465534,-308.460588,-308.459644,-308.493864,20.549
3609,3610,C1C2OC3CN1C23,14,C1C2OC3CN1C23,4.32281,4.19956,3.03423,0.6389,55.83,-0.2136,0.0605,0.2741,517.2626,0.115811,-324.49452,-324.489727,-324.488782,-324.52274,19.604
3610,3611,C1C2C3C=CC1C23,15,C1C2C3C=CC1C23,4.66484,3.79355,2.9092,0.4223,63.88,-0.2181,0.0198,0.2379,543.2178,0.128063,-271.350701,-271.345847,-271.344903,-271.378832,20.775
3611,3612,O1C2C3C=CC1C23,13,O1C2C3C=CC1C23,4.87503,3.96509,3.04428,1.5269,56.67,-0.2255,0.0005,0.226,503.2792,0.103596,-307.265383,-307.260724,-307.25978,-307.293386,19.535
3612,3613,C1C2C3CC=C1C23,15,C1C2C3CC=C1C23,4.95043,3.63948,2.72594,0.924,67.04,-0.2073,-0.0286,0.1787,555.8703,0.126737,-271.277972,-271.27289,-271.271946,-271.306301,21.314
3613,3614,C1N=C2OC3C1C23,12,C1N=C2OC3C1C23,5.26123,3.89255,2.82625,3.673,54.18,-0.22,-0.0583,0.1616,500.3382,0.089765,-323.229212,-323.224271,-323.223327,-323.257484,19.835
3614,3615,C1C2C3CCC1C23,17,C1C2C3CCC1C23,4.30762,3.49079,2.75919,0.2126,66.01,-0.2495,0.0941,0.3435,591.4854,0.152095,-272.566631,-272.56137,-272.560426,-272.595239,22.175
3615,3616,C1C2C3COC1C23,15,C1C2C3COC1C23,4.56679,3.63782,2.8765,1.6076,58.95,-0.2366,0.0927,0.3293,548.3764,0.128024,-308.486338,-308.481329,-308.480385,-308.514774,20.641
3616,3617,C1C2C3OCC1C23,15,C1C2C3OCC1C23,4.56054,3.64684,2.90719,1.6127,58.94,-0.2251,0.0957,0.3208,546.6478,0.127966,-308.483519,-308.478525,-308.477581,-308.511935,20.606
3617,3618,C1C2OCC3C2N13,14,C1C2OCC3C2N13,4.72734,3.70968,2.95494,0.5751,55.2,-0.2337,0.0839,0.3177,525.6907,0.116348,-324.521162,-324.5163,-324.515356,-324.549478,19.753
3618,3619,C1CC2OC3C1C23,15,C1CC2OC3C1C23,4.48256,3.66885,2.89715,1.6932,58.64,-0.2228,0.0893,0.3122,549.1318,0.127803,-308.483617,-308.478576,-308.477632,-308.512097,20.765
3619,3620,C1OC2C3OC1C23,13,C1OC2C3OC1C23,4.75686,3.8272,3.02601,2.1074,51.73,-0.2181,0.074,0.2921,507.0227,0.10356,-344.39515,-344.390394,-344.38945,-344.423409,19.179
3620,3621,C1C2C3C4C1C2N34,14,C1C2C3C4C1C2N34,5.44299,3.7289,3.4507,1.8913,58.33,-0.2278,0.0765,0.3043,493.0965,0.116433,-287.349937,-287.345518,-287.344574,-287.377721,18.771
3621,3622,C1C2C3C4C2C1N34,14,C1C2C3C4C2C1N34,5.41252,3.73979,3.5436,1.8018,58.85,-0.2259,0.0811,0.307,490.0515,0.11619,-287.347,-287.342562,-287.341618,-287.374779,18.888
3622,3623,C1C2C3C4C3C2C14,15,C1C2C3C4C3C2C14,5.27861,3.63731,3.41629,0.0882,62.63,-0.2375,0.1026,0.34,511.9247,0.127818,-271.304881,-271.300339,-271.299395,-271.332712,19.807
3623,3624,C1C2C3C4C3N1C24,14,C1C2C3C4C3N1C24,5.42551,3.80792,3.55447,1.5952,58.74,-0.2176,0.081,0.2986,487.0866,0.116192,-287.337578,-287.333162,-287.332218,-287.365326,18.903
3624,3625,C1C2C3C4C3N2C14,14,C1C2C3C4C3N2C14,5.45662,3.76663,3.52129,1.7756,58.8,-0.221,0.0865,0.3075,489.8385,0.116314,-287.344,-287.339568,-287.338624,-287.371773,18.869
3625,3626,O1C2C3C4C1C2N34,12,O1C2C3C4C1C2N34,5.74208,3.81153,3.58683,0.2026,50.7,-0.2482,0.0568,0.3049,456.6318,0.092211,-323.268818,-323.264641,-323.263697,-323.296466,17.318
3626,3627,O1C2C3C4C3C2C14,13,O1C2C3C4C3C2C14,5.558,3.72372,3.55655,1.7358,54.71,-0.2443,0.0837,0.328,474.7499,0.103786,-307.226474,-307.22218,-307.221236,-307.25417,18.311
3627,3628,C1C2C3C2C2C1C32,15,C1C2C3C2C2C1C32,4.40559,4.3555,3.24966,0.0269,61.98,-0.2174,0.0936,0.3111,514.9266,0.128173,-271.336957,-271.332362,-271.331418,-271.364834,20.053
3628,3629,C1C2C3C2C2C3N12,14,C1C2C3C2C2C3N12,4.62883,4.40183,3.38226,1.5918,58.27,-0.2245,0.0769,0.3013,491.3825,0.116509,-287.377993,-287.373525,-287.372581,-287.405796,19.106
3629,3630,C1C2C3C2N2C1C32,14,C1C2C3C2N2C1C32,4.52563,4.51184,3.32929,1.8073,58.21,-0.2228,0.0788,0.3016,493.7569,0.116555,-287.379629,-287.375147,-287.374203,-287.407453,19.09
3630,3631,O1C2C3C2C2C1C32,13,O1C2C3C2C2C1C32,4.59499,4.58277,3.44438,1.3042,54.11,-0.2327,0.0888,0.3214,473.638,0.104154,-307.253245,-307.248943,-307.247999,-307.280943,18.428
3631,3632,C#CC1=CC=NN1,11,C#CC1=CC=NN1,9.51838,1.97512,1.63571,1.7242,62.04,-0.2345,-0.0213,0.2132,695.2956,0.080327,-302.288351,-302.282618,-302.281674,-302.317702,21.341
